name,vartype,uom,specified,group,range,description
D[13],Diameter,m,False,Stage Sizing,"[0.001, 1000000.0]","Column stage diameters. For each stage, D is equal to the diameter of the stage above plus the stage's value for Dstep."
Dstep[1],Diameter,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage diameters. Dstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for wider or narrower stage diameters relative to the stage above."
Dstep[2],Diameter,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage diameters. Dstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for wider or narrower stage diameters relative to the stage above."
Dstep[3],Diameter,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage diameters. Dstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for wider or narrower stage diameters relative to the stage above."
Dstep[4],Diameter,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage diameters. Dstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for wider or narrower stage diameters relative to the stage above."
Dstep[5],Diameter,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage diameters. Dstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for wider or narrower stage diameters relative to the stage above."
Dstep[6],Diameter,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage diameters. Dstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for wider or narrower stage diameters relative to the stage above."
Dstep[7],Diameter,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage diameters. Dstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for wider or narrower stage diameters relative to the stage above."
Dstep[8],Diameter,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage diameters. Dstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for wider or narrower stage diameters relative to the stage above."
Dstep[9],Diameter,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage diameters. Dstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for wider or narrower stage diameters relative to the stage above."
Dstep[10],Diameter,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage diameters. Dstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for wider or narrower stage diameters relative to the stage above."
Dstep[11],Diameter,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage diameters. Dstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for wider or narrower stage diameters relative to the stage above."
Dstep[12],Diameter,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage diameters. Dstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for wider or narrower stage diameters relative to the stage above."
Dstep[13],Diameter,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage diameters. Dstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for wider or narrower stage diameters relative to the stage above."
Hcol,Length,m,False,Stage Sizing,"[0.0, 1e+20]",Column total height
Hstage,Length,m,True,Stage Sizing,"[0.0, 1e+20]","Column height of a stage. Hstage is applied to the top stage and, summed up with an incremental height which defaults to zero, propagates downwards to each other stage."
H[1],Length,m,False,Stage Sizing,"[0.0, 1e+20]","Column stage heights. For each stage, H is equal to the height of the stage above plus the stage's value for Hstep."
H[2],Length,m,False,Stage Sizing,"[0.0, 1e+20]","Column stage heights. For each stage, H is equal to the height of the stage above plus the stage's value for Hstep."
H[3],Length,m,False,Stage Sizing,"[0.0, 1e+20]","Column stage heights. For each stage, H is equal to the height of the stage above plus the stage's value for Hstep."
H[4],Length,m,False,Stage Sizing,"[0.0, 1e+20]","Column stage heights. For each stage, H is equal to the height of the stage above plus the stage's value for Hstep."
H[5],Length,m,False,Stage Sizing,"[0.0, 1e+20]","Column stage heights. For each stage, H is equal to the height of the stage above plus the stage's value for Hstep."
H[6],Length,m,False,Stage Sizing,"[0.0, 1e+20]","Column stage heights. For each stage, H is equal to the height of the stage above plus the stage's value for Hstep."
H[7],Length,m,False,Stage Sizing,"[0.0, 1e+20]","Column stage heights. For each stage, H is equal to the height of the stage above plus the stage's value for Hstep."
H[8],Length,m,False,Stage Sizing,"[0.0, 1e+20]","Column stage heights. For each stage, H is equal to the height of the stage above plus the stage's value for Hstep."
H[9],Length,m,False,Stage Sizing,"[0.0, 1e+20]","Column stage heights. For each stage, H is equal to the height of the stage above plus the stage's value for Hstep."
H[10],Length,m,False,Stage Sizing,"[0.0, 1e+20]","Column stage heights. For each stage, H is equal to the height of the stage above plus the stage's value for Hstep."
H[11],Length,m,False,Stage Sizing,"[0.0, 1e+20]","Column stage heights. For each stage, H is equal to the height of the stage above plus the stage's value for Hstep."
H[12],Length,m,False,Stage Sizing,"[0.0, 1e+20]","Column stage heights. For each stage, H is equal to the height of the stage above plus the stage's value for Hstep."
H[13],Length,m,False,Stage Sizing,"[0.0, 1e+20]","Column stage heights. For each stage, H is equal to the height of the stage above plus the stage's value for Hstep."
Hstep[1],Length,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage heights. Hstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for larger or shorter stage heights relative to the stage above."
Hstep[2],Length,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage heights. Hstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for larger or shorter stage heights relative to the stage above."
Hstep[3],Length,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage heights. Hstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for larger or shorter stage heights relative to the stage above."
Hstep[4],Length,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage heights. Hstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for larger or shorter stage heights relative to the stage above."
Hstep[5],Length,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage heights. Hstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for larger or shorter stage heights relative to the stage above."
Hstep[6],Length,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage heights. Hstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for larger or shorter stage heights relative to the stage above."
Hstep[7],Length,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage heights. Hstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for larger or shorter stage heights relative to the stage above."
Hstep[8],Length,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage heights. Hstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for larger or shorter stage heights relative to the stage above."
Hstep[9],Length,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage heights. Hstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for larger or shorter stage heights relative to the stage above."
Hstep[10],Length,m,True,Stage Sizing,"[-100.0, 100.0]","Column incremental stage heights. Hstep for each stage is defaulted to zero, and can be set to either positive or negative values thus allowing for larger or shorter stage heights relative to the stage above."
